Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
66,2:08:22,,Yared ASMEROM,04 FEB 1980,ERI,7,,London (GBR),21 APR 2013,1187,2013,0 days 02:08:22,7702,ERI,er,:er:,Eritrea,F
67,2:08:24,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,8,,Dubai (UAE),25 JAN 2013,1187,2013,0 days 02:08:24,7704,KEN,ke,:ke:,Kenya,F
67,2:08:24,,Geoffrey MUTAI,07 OCT 1981,KEN,1,,"New York, NY (USA)",03 NOV 2013,1187,2013,0 days 02:08:24,7704,KEN,ke,:ke:,Kenya,F
69,2:08:28,,Habtamu ASEFA,29 MAR 1985,ETH,9,,Dubai (UAE),25 JAN 2013,1186,2013,0 days 02:08:28,7708,ETH,et,:et:,Ethiopia,F
70,2:08:29,,Nixson KURGAT,02 MAY 1988,KEN,1,,Chuncheon (KOR),27 OCT 2013,1185,2013,0 days 02:08:29,7709,KEN,ke,:ke:,Kenya,F
71,2:08:30,,David KEMBOI,23 NOV 1974,KEN,2,,Chuncheon (KOR),27 OCT 2013,1185,2013,0 days 02:08:30,7710,KEN,ke,:ke:,Kenya,F
72,2:08:31,,Francis Kibiwott LARABAL,15 SEP 1978,KEN,3,,See Genezareth (ISR),10 JAN 2013,1185,2013,0 days 02:08:31,7711,KEN,ke,:ke:,Kenya,F
73,2:08:32,,Lusapho APRIL,24 MAY 1982,RSA,1,,Hannover (GER),05 MAY 2013,1185,2013,0 days 02:08:32,7712,ZAF,za,:za:,,F
74,2:08:33,,Abraham KIPROTICH,17 AUG 1983,FRA,1,,Daegu (KOR),14 APR 2013,1184,2013,0 days 02:08:33,7713,FRA,fr,:fr:,France,F
75,2:08:34,,Solomon KIPTOO,01 JAN 1989,KEN,2,,Wien (AUT),14 APR 2013,1184,2013,0 days 02:08:34,7714,KEN,ke,:ke:,Kenya,F
76,2:08:35,,Kentaro NAKAMOTO,07 DEC 1982,JPN,2,,Oita (JPN),03 FEB 2013,1184,2013,0 days 02:08:35,7715,JPN,jp,:jp:,Japan,F
76,2:08:35,,Haile Haja GEMEDA,22 OCT 1988,ETH,4,,Roma (ITA),17 MAR 2013,1184,2013,0 days 02:08:35,7715,ETH,et,:et:,Ethiopia,F
78,2:08:39,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,8,,London (GBR),21 APR 2013,1183,2013,0 days 02:08:39,7719,KEN,ke,:ke:,Kenya,F
79,2:08:42,,Geoffrey GIKUNI,11 MAR 1984,KEN,3,,Wien (AUT),14 APR 2013,1182,2013,0 days 02:08:42,7722,KEN,ke,:ke:,Kenya,F
79,2:08:42,,Alfred KERING,20 NOV 1978,KEN,1,,Hengshui (CHN),21 SEP 2013,1182,2013,0 days 02:08:42,7722,KEN,ke,:ke:,Kenya,F
81,2:08:46,,Dereje TADESSE,24 JAN 1987,ETH,4,,See Genezareth (ISR),10 JAN 2013,1181,2013,0 days 02:08:46,7726,ETH,et,:et:,Ethiopia,F
81,2:08:46,,Abebe NEGEWO,20 MAY 1984,ETH,4,,Beijing (CHN),20 OCT 2013,1181,2013,0 days 02:08:46,7726,ETH,et,:et:,Ethiopia,F
83,2:08:48,,James Mwangi MACHARIA,23 JUN 1984,KEN,3,,Otsu (JPN),03 MAR 2013,1180,2013,0 days 02:08:48,7728,KEN,ke,:ke:,Kenya,F
84,2:08:50,,Sammy KIBET,02 FEB 1982,KEN,3,,Marrakech (MAR),27 JAN 2013,1180,2013,0 days 02:08:50,7730,KEN,ke,:ke:,Kenya,F
84,2:08:50,,Lukas Lokobe KANDA,01 JAN 1983,KEN,5,,Roma (ITA),17 MAR 2013,1180,2013,0 days 02:08:50,7730,KEN,ke,:ke:,Kenya,F
86,2:08:51,,Masakazu FUJIWARA,06 MAR 1981,JPN,4,,Otsu (JPN),03 MAR 2013,1179,2013,0 days 02:08:51,7731,JPN,jp,:jp:,Japan,F
86,2:08:51,,Nicholas KEMBOI,25 NOV 1983,QAT,1,,Praha (CZE),12 MAY 2013,1179,2013,0 days 02:08:51,7731,QAT,qa,:qa:,Qatar,F
88,2:08:52,,Samwel MASWAI,29 MAR 1988,KEN,5,,Berlin (GER),29 SEP 2013,1179,2013,0 days 02:08:52,7732,KEN,ke,:ke:,Kenya,F
88,2:08:52,,Patrick Kipyegon TERER,06 JUL 1989,KEN,1,,Torino (ITA),17 NOV 2013,1179,2013,0 days 02:08:52,7732,KEN,ke,:ke:,Kenya,F
90,2:08:53,,Gemechu WORKU,1985,ETH,10,,Dubai (UAE),25 JAN 2013,1179,2013,0 days 02:08:53,7733,ETH,et,:et:,Ethiopia,F
90,2:08:53,,Francis Kipkoech BOWEN,12 OCT 1973,KEN,3,,Chuncheon (KOR),27 OCT 2013,1179,2013,0 days 02:08:53,7733,KEN,ke,:ke:,Kenya,F
92,2:08:55,,Milton Rotich KIPLAGAT,29 MAR 1986,KEN,1,,Casablanca (MAR),27 OCT 2013,1178,2013,0 days 02:08:55,7735,KEN,ke,:ke:,Kenya,F
93,2:09:00,,Gebretsadik ABRAHA,16 JUL 1992,ETH,4,,Xiamen (CHN),05 JAN 2013,1177,2013,0 days 02:09:00,7740,ETH,et,:et:,Ethiopia,F
93,2:09:00,,Joseph GITAU,03 JAN 1988,KEN,2,,Fukuoka (JPN),01 DEC 2013,1177,2013,0 days 02:09:00,7740,KEN,ke,:ke:,Kenya,F
93,2:09:00,,Ser-Od BAT-OCHIR,07 OCT 1981,MGL,1,,Hofu (JPN),15 DEC 2013,1177,2013,0 days 02:09:00,7740,MNG,mn,:mn:,,F
96,2:09:02,,Sisay LEMMA,12 DEC 1990,ETH,1,,Warszawa (POL),21 APR 2013,1176,2013,0 days 02:09:02,7742,ETH,et,:et:,Ethiopia,F
97,2:09:05,,Feysa BEKELE,04 AUG 1983,ETH,7,,Tokyo (JPN),24 FEB 2013,1175,2013,0 days 02:09:05,7745,ETH,et,:et:,Ethiopia,F
98,2:09:06,,Ryo YAMAMOTO,18 MAY 1984,JPN,5,,Otsu (JPN),03 MAR 2013,1175,2013,0 days 02:09:06,7746,JPN,jp,:jp:,Japan,F
98,2:09:06,,Boniface MBUVI MUEMA,20 DEC 1986,KEN,2,,Gongju (KOR),13 OCT 2013,1175,2013,0 days 02:09:06,7746,KEN,ke,:ke:,Kenya,F
100,2:09:08,,Julius MURIUKI,03 JUL 1985,KEN,6,,See Genezareth (ISR),10 JAN 2013,1175,2013,0 days 02:09:08,7748,KEN,ke,:ke:,Kenya,F
1,2:04:15,,Geoffrey MUTAI,07 OCT 1981,KEN,1,,Berlin (GER),30 SEP 2012,1258,2012,0 days 02:04:15,7455,KEN,ke,:ke:,Kenya,F
2,2:04:16,,Dennis KIMETTO,22 APR 1984,KEN,2,,Berlin (GER),30 SEP 2012,1257,2012,0 days 02:04:16,7456,KEN,ke,:ke:,Kenya,F
3,2:04:23,,Ayele ABSHERO,28 DEC 1990,ETH,1,,Dubai (UAE),27 JAN 2012,1255,2012,0 days 02:04:23,7463,ETH,et,:et:,Ethiopia,F
4,2:04:38,,Tsegaye KEBEDE,15 JAN 1987,ETH,1,,"Chicago, IL (USA)",07 OCT 2012,1251,2012,0 days 02:04:38,7478,ETH,et,:et:,Ethiopia,F
5,2:04:44,,Wilson Kipsang KIPROTICH,15 MAR 1982,KEN,1,,London (GBR),22 APR 2012,1249,2012,0 days 02:04:44,7484,KEN,ke,:ke:,Kenya,F
6,2:04:48,,Yemane TSEGAY,08 APR 1985,ETH,1,,Rotterdam (NED),15 APR 2012,1248,2012,0 days 02:04:48,7488,ETH,et,:et:,Ethiopia,F
7,2:04:50,,Dino SEFIR,28 MAY 1988,ETH,2,,Dubai (UAE),27 JAN 2012,1247,2012,0 days 02:04:50,7490,ETH,et,:et:,Ethiopia,F
7,2:04:50,,Getu FELEKE,28 NOV 1986,ETH,2,,Rotterdam (NED),15 APR 2012,1247,2012,0 days 02:04:50,7490,ETH,et,:et:,Ethiopia,F
9,2:04:52,,Feyisa LILESA,01 FEB 1990,ETH,2,,"Chicago, IL (USA)",07 OCT 2012,1247,2012,0 days 02:04:52,7492,ETH,et,:et:,Ethiopia,F
10,2:04:54,,Markos GENETI,07 JUN 1984,ETH,3,,Dubai (UAE),27 JAN 2012,1246,2012,0 days 02:04:54,7494,ETH,et,:et:,Ethiopia,F
11,2:04:56,,Jonathan MAIYO,05 MAY 1988,KEN,4,,Dubai (UAE),27 JAN 2012,1246,2012,0 days 02:04:56,7496,KEN,ke,:ke:,Kenya,F
12,2:05:03,,Moses MOSOP,07 JUL 1985,KEN,3,,Rotterdam (NED),15 APR 2012,1244,2012,0 days 02:05:03,7503,KEN,ke,:ke:,Kenya,F
13,2:05:10,,Tadesse TOLA,31 OCT 1987,ETH,5,,Dubai (UAE),27 JAN 2012,1242,2012,0 days 02:05:10,7510,ETH,et,:et:,Ethiopia,F
14,2:05:12,,Stanley Kipleting BIWOTT,21 APR 1986,KEN,1,,Paris (FRA),15 APR 2012,1241,2012,0 days 02:05:12,7512,KEN,ke,:ke:,Kenya,F
15,2:05:27,,Tilahun REGASSA,18 JAN 1990,ETH,3,,"Chicago, IL (USA)",07 OCT 2012,1237,2012,0 days 02:05:27,7527,ETH,et,:et:,Ethiopia,F
16,2:05:37,,Wilson Loyanae ERUPE,20 NOV 1988,KEN,1,,Seoul (KOR),18 MAR 2012,1234,2012,0 days 02:05:37,7537,KEN,ke,:ke:,Kenya,F
17,2:05:41,,Dadi Yami GEMEDA,02 APR 1988,ETH,6,,Dubai (UAE),27 JAN 2012,1233,2012,0 days 02:05:41,7541,ETH,et,:et:,Ethiopia,F
17,2:05:41,,Wilson Kwambai CHEBET,12 JUL 1985,KEN,1,,Amsterdam (NED),21 OCT 2012,1233,2012,0 days 02:05:41,7541,KEN,ke,:ke:,Kenya,F
19,2:05:42,,Shami Abdullah DAWIT,16 JUL 1984,ETH,7,,Dubai (UAE),27 JAN 2012,1233,2012,0 days 02:05:42,7542,ETH,et,:et:,Ethiopia,F
19,2:05:42,,Deressa CHIMSA,21 NOV 1976,ETH,8,,Dubai (UAE),27 JAN 2012,1233,2012,0 days 02:05:42,7542,ETH,et,:et:,Ethiopia,F
21,2:05:46,,Dickson CHUMBA,27 OCT 1986,KEN,1,,Eindhoven (NED),14 OCT 2012,1231,2012,0 days 02:05:46,7546,KEN,ke,:ke:,Kenya,F
22,2:05:50,,James Kipsang KWAMBAI,28 FEB 1983,KEN,1,,Seoul (KOR),04 NOV 2012,1230,2012,0 days 02:05:50,7550,KEN,ke,:ke:,Kenya,F
23,2:05:54,,Sammy KITWARA,26 NOV 1986,KEN,4,,"Chicago, IL (USA)",07 OCT 2012,1229,2012,0 days 02:05:54,7554,KEN,ke,:ke:,Kenya,F
24,2:06:05,,Mariko KIPCHUMBA KIPLAGAT,04 JUL 1974,KEN,1,,Reims (FRA),21 OCT 2012,1226,2012,0 days 02:06:05,7565,KEN,ke,:ke:,Kenya,F
25,2:06:08,,Patrick Makau MUSYOKI,02 MAR 1985,KEN,1,,Frankfurt (GER),28 OCT 2012,1225,2012,0 days 02:06:08,7568,KEN,ke,:ke:,Kenya,F
26,2:06:11,,Franklin CHEPKWONY,15 JUN 1984,KEN,2,,Eindhoven (NED),14 OCT 2012,1224,2012,0 days 02:06:11,7571,KEN,ke,:ke:,Kenya,F
27,2:06:12,,Geoffrey KAMWOROR,22 NOV 1992,KEN,3,,Berlin (GER),30 SEP 2012,1224,2012,0 days 02:06:12,7572,KEN,ke,:ke:,Kenya,F
28,2:06:13,,Wesley KORIR,15 NOV 1982,KEN,5,,"Chicago, IL (USA)",07 OCT 2012,1224,2012,0 days 02:06:13,7573,KEN,ke,:ke:,Kenya,F
29,2:06:17,,Seboka Dibaba TOLA,10 NOV 1987,ETH,9,,Dubai (UAE),27 JAN 2012,1223,2012,0 days 02:06:17,7577,ETH,et,:et:,Ethiopia,F
29,2:06:17,,Eric NDIEMA,28 DEC 1992,KEN,3,,Eindhoven (NED),14 OCT 2012,1223,2012,0 days 02:06:17,7577,KEN,ke,:ke:,Kenya,F
31,2:06:22,,Assefa BENTAYEHU,,ETH,2,,Amsterdam (NED),21 OCT 2012,1221,2012,0 days 02:06:22,7582,ETH,et,:et:,Ethiopia,F
32,2:06:23,,Gebretsadik ABRAHA,16 JUL 1992,ETH,3,,Amsterdam (NED),21 OCT 2012,1221,2012,0 days 02:06:23,7583,ETH,et,:et:,Ethiopia,F
33,2:06:24,,Raji ASSEFA,18 FEB 1986,ETH,2,,Paris (FRA),15 APR 2012,1221,2012,0 days 02:06:24,7584,ETH,et,:et:,Ethiopia,F
34,2:06:26,,Feysa BEKELE,04 AUG 1983,ETH,4,,Amsterdam (NED),21 OCT 2012,1220,2012,0 days 02:06:26,7586,ETH,et,:et:,Ethiopia,F
35,2:06:27,,Sisay JISA,29 DEC 1982,ETH,3,,Paris (FRA),15 APR 2012,1220,2012,0 days 02:06:27,7587,ETH,et,:et:,Ethiopia,F
36,2:06:40,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,6,,"Chicago, IL (USA)",07 OCT 2012,1216,2012,0 days 02:06:40,7600,KEN,ke,:ke:,Kenya,F
37,2:06:44,,Eliud KIPTANUI,06 JUN 1989,KEN,3,,Seoul (KOR),18 MAR 2012,1215,2012,0 days 02:06:44,7604,KEN,ke,:ke:,Kenya,F
38,2:06:48,,Abraham GIRMA,21 SEP 1986,ETH,5,,Amsterdam (NED),21 OCT 2012,1214,2012,0 days 02:06:48,7608,ETH,et,:et:,Ethiopia,F
39,2:06:51,,Tariku JUFAR,18 JUL 1984,ETH,1,,"Houston, TX (USA)",15 JAN 2012,1213,2012,0 days 02:06:51,7611,ETH,et,:et:,Ethiopia,F
39,2:06:51,,Philip Sanga KIMUTAI,10 SEP 1983,KEN,4,,Seoul (KOR),18 MAR 2012,1213,2012,0 days 02:06:51,7611,KEN,ke,:ke:,Kenya,F
39,2:06:51,,Martin Kiptolo LEL,29 OCT 1978,KEN,2,,London (GBR),22 APR 2012,1213,2012,0 days 02:06:51,7611,KEN,ke,:ke:,Kenya,F
42,2:06:58,,Henry Kemo SUGUT,04 MAY 1985,KEN,1,,Wien (AUT),15 APR 2012,1211,2012,0 days 02:06:58,7618,KEN,ke,:ke:,Kenya,F
42,2:06:58,,Joseph GITAU,03 JAN 1988,KEN,1,,Fukuoka (JPN),02 DEC 2012,1211,2012,0 days 02:06:58,7618,KEN,ke,:ke:,Kenya,F
44,2:07:01,,Lawrence KIMAYO,02 SEP 1990,KEN,1,,Košice (SVK),07 OCT 2012,1210,2012,0 days 02:07:01,7621,KEN,ke,:ke:,Kenya,F
45,2:07:04,,Samuel NDUNGU,04 APR 1988,KEN,1,,Otsu (JPN),04 MAR 2012,1209,2012,0 days 02:07:04,7624,KEN,ke,:ke:,Kenya,F
46,2:07:11,,Mulugeta WAMI,17 JUL 1982,ETH,6,,Amsterdam (NED),21 OCT 2012,1207,2012,0 days 02:07:11,7631,ETH,et,:et:,Ethiopia,F
47,2:07:17,,Stephen TUM,12 JUL 1986,KEN,2,,Praha (CZE),13 MAY 2012,1206,2012,0 days 02:07:17,7637,KEN,ke,:ke:,Kenya,F
48,2:07:23,,Augustine RONO,1982,KEN,3,,Hamburg (GER),29 APR 2012,1204,2012,0 days 02:07:23,7643,KEN,ke,:ke:,Kenya,F
49,2:07:28,,Eshetu WENDIMU,03 OCT 1986,ETH,11,,Dubai (UAE),27 JAN 2012,1203,2012,0 days 02:07:28,7648,ETH,et,:et:,Ethiopia,F
50,2:07:30,,Patrick TAMBWÉ,05 MAY 1975,FRA,1,,See Genezareth (ISR),12 JAN 2012,1202,2012,0 days 02:07:30,7650,FRA,fr,:fr:,France,F
51,2:07:31,,Felix KENY,25 DEC 1985,KEN,5,,Seoul (KOR),18 MAR 2012,1202,2012,0 days 02:07:31,7651,KEN,ke,:ke:,Kenya,F
52,2:07:32,,Francis Kibiwott LARABAL,15 SEP 1978,KEN,2,,See Genezareth (ISR),12 JAN 2012,1201,2012,0 days 02:07:32,7652,KEN,ke,:ke:,Kenya,F
53,2:07:35,,Teferi BACHA,21 JAN 1981,ETH,3,,See Genezareth (ISR),12 JAN 2012,1201,2012,0 days 02:07:35,7655,ETH,et,:et:,Ethiopia,F
53,2:07:35,,Gilbert Kipruto KIRWA,20 DEC 1985,KEN,3,,Frankfurt (GER),28 OCT 2012,1201,2012,0 days 02:07:35,7655,KEN,ke,:ke:,Kenya,F
55,2:07:37,,Peter KAMAIS,07 NOV 1976,KEN,1,,Xiamen (CHN),07 JAN 2012,1200,2012,0 days 02:07:37,7657,KEN,ke,:ke:,Kenya,F
55,2:07:37,,Michael KIPYEGO,02 OCT 1983,KEN,1,,Tokyo (JPN),26 FEB 2012,1200,2012,0 days 02:07:37,7657,KEN,ke,:ke:,Kenya,F
55,2:07:37,,Alfred KERING,20 NOV 1978,KEN,1,,Köln (GER),14 OCT 2012,1200,2012,0 days 02:07:37,7657,KEN,ke,:ke:,Kenya,F
58,2:07:38,,Gilbert YEGON,06 AUG 1988,KEN,2,,Wien (AUT),15 APR 2012,1200,2012,0 days 02:07:38,7658,KEN,ke,:ke:,Kenya,F
59,2:07:39,,Henryk SZOST,20 JAN 1982,POL,2,,Otsu (JPN),04 MAR 2012,1200,2012,0 days 02:07:39,7659,POL,pl,:pl:,Poland,F
59,2:07:39,,Limenih GETACHEW,30 APR 1990,ETH,2,,Köln (GER),14 OCT 2012,1200,2012,0 days 02:07:39,7659,ETH,et,:et:,Ethiopia,F
61,2:07:41,,Debebe TOLOSSA,1980,ETH,2,,"Houston, TX (USA)",15 JAN 2012,1199,2012,0 days 02:07:41,7661,ETH,et,:et:,Ethiopia,F
61,2:07:41,,Charles Kiama MUNYEKI,02 NOV 1988,KEN,6,,Seoul (KOR),18 MAR 2012,1199,2012,0 days 02:07:41,7661,KEN,ke,:ke:,Kenya,F
63,2:07:43,,Gemechu WORKU,1985,ETH,4,,See Genezareth (ISR),12 JAN 2012,1198,2012,0 days 02:07:43,7663,ETH,et,:et:,Ethiopia,F
63,2:07:43,,Jairus CHANCHIMA,05 DEC 1984,KEN,7,,Seoul (KOR),18 MAR 2012,1198,2012,0 days 02:07:43,7663,KEN,ke,:ke:,Kenya,F
65,2:07:44,,John KIPROTICH,30 MAR 1989,KEN,3,,Wien (AUT),15 APR 2012,1198,2012,0 days 02:07:44,7664,KEN,ke,:ke:,Kenya,F
65,2:07:44,,Jaouad GHARIB,22 MAY 1972,MAR,4,,London (GBR),22 APR 2012,1198,2012,0 days 02:07:44,7664,MAR,ma,:ma:,Morocco,F
67,2:07:45,,Moses Kigen KIPKOSGEI,10 JAN 1983,KEN,12,,Dubai (UAE),27 JAN 2012,1198,2012,0 days 02:07:45,7665,KEN,ke,:ke:,Kenya,F
68,2:07:47,,Dathan RITZENHEIN,30 DEC 1982,USA,9,,"Chicago, IL (USA)",07 OCT 2012,1197,2012,0 days 02:07:47,7667,USA,us,:us:,United States,F
69,2:07:48,,Bazu WORKU HAYLA,15 SEP 1990,ETH,13,,Dubai (UAE),27 JAN 2012,1197,2012,0 days 02:07:48,7668,ETH,et,:et:,Ethiopia,F
69,2:07:48,,Arata FUJIWARA,12 SEP 1981,JPN,2,,Tokyo (JPN),26 FEB 2012,1197,2012,0 days 02:07:48,7668,JPN,jp,:jp:,Japan,F
71,2:07:49,,Philemon Gitia BAARU,20 MAY 1981,KEN,2,,Košice (SVK),07 OCT 2012,1197,2012,0 days 02:07:49,7669,KEN,ke,:ke:,Kenya,F
71,2:07:49,,Evans Kipkosgei RUTO,14 JAN 1984,KEN,3,,Košice (SVK),07 OCT 2012,1197,2012,0 days 02:07:49,7669,KEN,ke,:ke:,Kenya,F
73,2:07:50,,Stephen KIPROTICH,27 FEB 1989,UGA,3,,Tokyo (JPN),26 FEB 2012,1196,2012,0 days 02:07:50,7670,UGA,ug,:ug:,Uganda,F
74,2:07:51,,Elija KEMBOI,10 SEP 1984,KEN,4,,Košice (SVK),07 OCT 2012,1196,2012,0 days 02:07:51,7671,KEN,ke,:ke:,Kenya,F
75,2:07:53,,Duncan Cheruiyot KOECH,28 DEC 1981,KEN,3,,Köln (GER),14 OCT 2012,1196,2012,0 days 02:07:53,7673,KEN,ke,:ke:,Kenya,F
76,2:07:56,,Abel KIRUI,06 APR 1982,KEN,5,,London (GBR),22 APR 2012,1195,2012,0 days 02:07:56,7676,KEN,ke,:ke:,Kenya,F
76,2:07:56,,Shumi DECHASA,28 MAY 1989,ETH,4,,Hamburg (GER),29 APR 2012,1195,2012,0 days 02:07:56,7676,ETH,et,:et:,Ethiopia,F
78,2:07:57,,David Kemboi KIYENG,22 APR 1983,KEN,1,,Daegu (KOR),08 APR 2012,1194,2012,0 days 02:07:57,7677,KEN,ke,:ke:,Kenya,F
79,2:08:01,,Julius NDERITU,07 OCT 1979,KEN,14,,Dubai (UAE),27 JAN 2012,1193,2012,0 days 02:08:01,7681,KEN,ke,:ke:,Kenya,F
79,2:08:01,,Emmanuel MUTAI,12 OCT 1984,KEN,6,,London (GBR),22 APR 2012,1193,2012,0 days 02:08:01,7681,KEN,ke,:ke:,Kenya,F
79,2:08:01,,Laban MUTAI,15 JAN 1988,KEN,4,,Köln (GER),14 OCT 2012,1193,2012,0 days 02:08:01,7681,KEN,ke,:ke:,Kenya,F
82,2:08:03,,Marilson GOMES DOS SANTOS,06 AUG 1977,BRA,7,,London (GBR),22 APR 2012,1193,2012,0 days 02:08:03,7683,BRA,br,:br:,Brazil,F
83,2:08:04,,Lukas Lokobe KANDA,01 JAN 1983,KEN,1,,Roma (ITA),18 MAR 2012,1192,2012,0 days 02:08:04,7684,KEN,ke,:ke:,Kenya,F
84,2:08:05,,Stephen KIBET,09 NOV 1986,KEN,4,,Rotterdam (NED),15 APR 2012,1192,2012,0 days 02:08:05,7685,KEN,ke,:ke:,Kenya,F
85,2:08:06,,Samuel Tsegay TESFAMARIAM,24 FEB 1988,ERI,8,,London (GBR),22 APR 2012,1192,2012,0 days 02:08:06,7686,ERI,er,:er:,Eritrea,F
86,2:08:07,,Hailu MEKONNEN,04 APR 1980,ETH,1,,Hengshui (CHN),22 SEP 2012,1192,2012,0 days 02:08:07,7687,ETH,et,:et:,Ethiopia,F
87,2:08:11,,Stephen Kipkoech KIBIWOTT,03 APR 1980,KEN,15,,Dubai (UAE),27 JAN 2012,1191,2012,0 days 02:08:11,7691,KEN,ke,:ke:,Kenya,F
88,2:08:13,,Julius Kipkorir KIPLIMO,06 JUN 1985,KEN,2,,Hengshui (CHN),22 SEP 2012,1190,2012,0 days 02:08:13,7693,KEN,ke,:ke:,Kenya,F
89,2:08:14,,Gideon Kipkemoi KIPKETER,10 NOV 1992,KEN,7,,Amsterdam (NED),21 OCT 2012,1190,2012,0 days 02:08:14,7694,KEN,ke,:ke:,Kenya,F
90,2:08:16,,Gilbert CHEPKWONY,1985,KEN,2,,Daegu (KOR),08 APR 2012,1189,2012,0 days 02:08:16,7696,KEN,ke,:ke:,Kenya,F
91,2:08:17,,Haile GEBRSELASSIE,18 APR 1973,ETH,4,,Tokyo (JPN),26 FEB 2012,1189,2012,0 days 02:08:17,7697,ETH,et,:et:,Ethiopia,F
92,2:08:18,,Joel Kemboi KIMURER,21 JAN 1988,KEN,2,,Valencia (ESP),18 NOV 2012,1189,2012,0 days 02:08:18,7698,KEN,ke,:ke:,Kenya,F
93,2:08:21,,Francis Kipkoech BOWEN,12 OCT 1973,KEN,5,,Eindhoven (NED),14 OCT 2012,1188,2012,0 days 02:08:21,7701,KEN,ke,:ke:,Kenya,F
94,2:08:24,,Hiroyuki HORIBATA,28 OCT 1986,JPN,2,,Fukuoka (JPN),02 DEC 2012,1187,2012,0 days 02:08:24,7704,JPN,jp,:jp:,Japan,F
95,2:08:28,,Gidena GEBREMEDHIN,1982,ETH,5,,See Genezareth (ISR),12 JAN 2012,1186,2012,0 days 02:08:28,7708,ETH,et,:et:,Ethiopia,F
95,2:08:28,,Nicholas Manza KAMAKYA,02 MAR 1985,KEN,4,,Berlin (GER),30 SEP 2012,1186,2012,0 days 02:08:28,7708,KEN,ke,:ke:,Kenya,F
97,2:08:30,,Solomon KIPTOO,01 JAN 1989,KEN,6,,Eindhoven (NED),14 OCT 2012,1185,2012,0 days 02:08:30,7710,KEN,ke,:ke:,Kenya,F
98,2:08:32,,Viktor RÖTHLIN,14 OCT 1974,SUI,5,,Tokyo (JPN),26 FEB 2012,1185,2012,0 days 02:08:32,7712,CHE,ch,:ch:,,F
98,2:08:32,,William KIBOR,10 JAN 1985,KEN,5,,Wien (AUT),15 APR 2012,1185,2012,0 days 02:08:32,7712,KEN,ke,:ke:,Kenya,F
100,2:08:33,,Peter Kimeli SOME,05 JUN 1990,KEN,4,,Frankfurt (GER),28 OCT 2012,1184,2012,0 days 02:08:33,7713,KEN,ke,:ke:,Kenya,F
1,2:05:56,,Haile GEBRSELASSIE,18 APR 1973,ETH,1,,Berlin (GER),24 SEP 2006,1229,2006,0 days 02:05:56,7556,ETH,et,:et:,Ethiopia,F
2,2:06:38,,Sammy Kipchoge KORIR,12 DEC 1971,KEN,1,,Rotterdam (NED),09 APR 2006,1217,2006,0 days 02:06:38,7598,KEN,ke,:ke:,Kenya,F
3,2:06:39,,Felix LIMO,22 AUG 1980,KEN,1,,London (GBR),23 APR 2006,1216,2006,0 days 02:06:39,7599,KEN,ke,:ke:,Kenya,F
4,2:06:41,,Martin Kiptolo LEL,29 OCT 1978,KEN,2,,London (GBR),23 APR 2006,1216,2006,0 days 02:06:41,7601,KEN,ke,:ke:,Kenya,F
5,2:06:44,,Paul Kiprop KIRUI,05 FEB 1980,KEN,2,,Rotterdam (NED),09 APR 2006,1215,2006,0 days 02:06:44,7604,KEN,ke,:ke:,Kenya,F
6,2:06:52,,Charles Kibiwott SERONEI,08 AUG 1974,KEN,3,,Rotterdam (NED),09 APR 2006,1213,2006,0 days 02:06:52,7612,KEN,ke,:ke:,Kenya,F
6,2:06:52,,Julio REY,13 JAN 1972,ESP,1,,Hamburg (GER),23 APR 2006,1213,2006,0 days 02:06:52,7612,ESP,es,:es:,Spain,F
8,2:06:55,,Hendrick RAMAALA,02 FEB 1972,RSA,3,,London (GBR),23 APR 2006,1212,2006,0 days 02:06:55,7615,ZAF,za,:za:,,F
9,2:07:04,,Khalid KHANNOUCHI,22 DEC 1971,USA,4,,London (GBR),23 APR 2006,1209,2006,0 days 02:07:04,7624,USA,us,:us:,United States,F
10,2:07:15,,Dmytri BARANOVSKIY,28 JUL 1979,UKR,2,,Fukuoka (JPN),03 DEC 2006,1206,2006,0 days 02:07:15,7635,UKR,ua,:ua:,Ukraine,F
11,2:07:19,,Jaouad GHARIB,22 MAY 1972,MAR,3,,Fukuoka (JPN),03 DEC 2006,1205,2006,0 days 02:07:19,7639,MAR,ma,:ma:,Morocco,F
12,2:07:22,,Stefano BALDINI,25 MAY 1971,ITA,5,,London (GBR),23 APR 2006,1204,2006,0 days 02:07:22,7642,ITA,it,:it:,Italy,F
13,2:07:34,,Rodgers ROP,16 FEB 1976,KEN,6,,London (GBR),23 APR 2006,1201,2006,0 days 02:07:34,7654,KEN,ke,:ke:,Kenya,F
14,2:07:35,,Robert Kipkoech CHERUIYOT,26 SEP 1978,KEN,1,,"Chicago, IL (USA)",22 OCT 2006,1201,2006,0 days 02:07:35,7655,KEN,ke,:ke:,Kenya,F
15,2:07:37,,Robert CHEBOROR,09 SEP 1978,KEN,2,,Hamburg (GER),23 APR 2006,1200,2006,0 days 02:07:37,7657,KEN,ke,:ke:,Kenya,F
