Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
80,2:23:12,,Rose CHELIMO,12 JUL 1989,BRN,4,,Amsterdam (NED),16 OCT 2022,1201
82,2:23:14,,Meseret BELETE,16 SEP 1999,ETH,13,,Berlin (GER),25 SEP 2022,1200
83,2:23:16,,Besu SADO,12 JAN 1996,ETH,3,,Paris (FRA),03 APR 2022,1200
84,2:23:18,,Emma BATES,08 JUL 1992,USA,7,,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1200
85,2:23:20,,Antonina KWAMBAI,01 APR 1992,KEN,1,,Toronto (CAN),16 OCT 2022,1199
86,2:23:23,,Sharon LOKEDI,10 MAR 1994,KEN,1,,"New York, NY (USA)",06 NOV 2022,1199
87,2:23:26,,Agnes KEINO,17 JAN 1988,KEN,1,,München (GER),09 OCT 2022,1198
88,2:23:39,,Adawork ABERTA,28 NOV 1996,ETH,7,,Sevilla (ESP),20 FEB 2022,1196
88,2:23:39,,Bojana BJELJAC,10 APR 1989,CRO,14,,Valencia (ESP),04 DEC 2022,1196
90,2:23:41,,Waganesh MEKASHA,16 JAN 1992,ETH,5,,"Chicago, IL (USA)",09 OCT 2022,1196
91,2:23:53,,Philomena CHEYECH,05 JUL 1982,KEN,2,,Enschede (NED),24 APR 2022,1194
92,2:23:54,,Giovanna EPIS,11 OCT 1988,ITA,15,,Valencia (ESP),04 DEC 2022,1194
93,2:24:00,,Lisa WEIGHTMAN,16 JAN 1979,AUS,15,,Berlin (GER),25 SEP 2022,1193
94,2:24:02,,Yukari ABE,21 AUG 1989,JPN,5,,Osaka (JPN),30 JAN 2022,1192
95,2:24:04,,Margaret AGAI,10 JUN 1988,KEN,1,,Košice (SVK),02 OCT 2022,1192
96,2:24:07,,Adanech ANBESA,23 JAN 1998,ETH,4,,Paris (FRA),03 APR 2022,1191
97,2:24:09,,Yenenesh TILAHUN DINKESA,22 SEP 1994,ETH,5,,Paris (FRA),03 APR 2022,1191
98,2:24:10,,Helah Jelagat KIPROP,07 APR 1985,KEN,1,,København (DEN),15 MAY 2022,1191
99,2:24:16,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,4,,"New York, NY (USA)",06 NOV 2022,1190
100,2:24:21,,Zinah SENBETA,30 SEP 1998,ETH,5,,Amsterdam (NED),16 OCT 2022,1189
1,2:19:19,,Irina MIKITENKO,23 AUG 1972,GER,1,,Berlin (GER),28 SEP 2008,1240
2,2:21:31,,Askale Magarsa TAFA,27 SEP 1984,ETH,2,,Berlin (GER),28 SEP 2008,1218
3,2:22:38,,Yingying ZHANG,04 JAN 1990,CHN,1,,Xiamen (CHN),05 JAN 2008,1206
4,2:22:42,,Berhane ADERE,23 NOV 1973,ETH,1,,Dubai (UAE),18 JAN 2008,1206
5,2:22:53,,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,,Roma (ITA),16 MAR 2008,1204
6,2:23:09,,Bezunesh BEKELE,29 JAN 1983,ETH,2,,Dubai (UAE),18 JAN 2008,1201
7,2:23:27,,Xue BAI,13 DEC 1988,CHN,2,,Xiamen (CHN),05 JAN 2008,1198
8,2:23:30,,Yoshimi OZAKI,01 JUL 1981,JPN,1,,Tokyo (JPN),16 NOV 2008,1198
9,2:24:14,,Irina TIMOFEYEVA,05 APR 1970,RUS,1,,Hamburg (GER),27 APR 2008,1190
10,2:24:27,,Yuri KANO,27 OCT 1978,JPN,2,,Tokyo (JPN),16 NOV 2008,1188
11,2:24:39,,Dire TUNE,19 JUN 1985,ETH,1,,"Houston, TX (USA)",13 JAN 2008,1186
11,2:24:39,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,2,,London (GBR),13 APR 2008,1186
13,2:25:01,,Helena Loshanyang KIROP,09 SEP 1976,KEN,3,,Berlin (GER),28 SEP 2008,1182
14,2:25:03,,Mara YAMAUCHI,13 AUG 1973,GBR,3,,Tokyo (JPN),16 NOV 2008,1182
15,2:25:10,,Yanan WEI,06 DEC 1981,CHN,3,,Xiamen (CHN),05 JAN 2008,1181
16,2:25:12,,Lyubov MORGUNOVA,14 JAN 1971,RUS,1,,Rotterdam (NED),13 APR 2008,1180
17,2:25:33,,Martha KOMU,23 MAR 1983,KEN,1,,Paris (FRA),06 APR 2008,1177
18,2:25:34,,Tomo MORIMOTO,27 DEC 1983,JPN,2,,Osaka (JPN),27 JAN 2008,1177
19,2:25:37,,Workenesh TOLA,06 JUN 1977,ETH,2,,Paris (FRA),06 APR 2008,1176
19,2:25:37,,Gete WAMI,11 DEC 1974,ETH,3,,London (GBR),13 APR 2008,1176
21,2:25:48,,Rose CHERUIYOT,21 JUL 1976,KEN,4,,Dubai (UAE),18 JAN 2008,1174
22,2:25:51,,Yurika NAKAMURA,01 APR 1986,JPN,1,,Nagoya (JPN),09 MAR 2008,1174
22,2:25:51,,Yoko SHIBUI,14 MAR 1979,JPN,4,,Tokyo (JPN),16 NOV 2008,1174
24,2:25:57,,Lydia CHEROMEI,11 MAY 1977,KEN,1,,Amsterdam (NED),19 OCT 2008,1173
25,2:26:00,,Julia Mombi MURAGA,25 JAN 1985,KEN,3,,Osaka (JPN),27 JAN 2008,1172
25,2:26:00,,Lenah CHERUIYOT,01 MAR 1973,KEN,3,,Paris (FRA),06 APR 2008,1172
27,2:26:01,,Jiali WANG,01 FEB 1986,CHN,1,,Zhengzhou (CHN),30 MAR 2008,1172
28,2:26:09,,Miki OHIRA,28 JUN 1981,JPN,4,,Osaka (JPN),27 JAN 2008,1171
29,2:26:10,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,4,,Paris (FRA),06 APR 2008,1171
30,2:26:11,,Shujing ZHANG,13 SEP 1978,CHN,1,,Seoul (KOR),16 MAR 2008,1171
31,2:26:22,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Frankfurt (GER),26 OCT 2008,1169
32,2:26:30,,Salina Jebet KOSGEI,16 NOV 1976,KEN,4,,London (GBR),13 APR 2008,1167
33,2:26:39,,Alevtina IVANOVA,22 MAY 1975,RUS,1,,Nagano (JPN),20 APR 2008,1166
34,2:26:43,,Luminiţa MOANGA-TALPOŞ,09 OCT 1972,ROU,1,,Wien (AUT),27 APR 2008,1165
35,2:26:44,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,1,,"National Stadium, Beijing (CHN)",17 AUG 2008,1165
36,2:26:45,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,5,,Paris (FRA),06 APR 2008,1165
36,2:26:45,,Lyudmila PETROVA,07 OCT 1968,RUS,5,,London (GBR),13 APR 2008,1165
38,2:26:55,,Madoka OGI,26 OCT 1983,JPN,5,,Osaka (JPN),27 JAN 2008,1163
39,2:27:06,,Catherine NDEREBA,21 JUL 1972,KEN,2,,"National Stadium, Beijing (CHN)",17 AUG 2008,1161
40,2:27:07,,Chunxiu ZHOU,15 NOV 1978,CHN,3,,"National Stadium, Beijing (CHN)",17 AUG 2008,1161
41,2:27:09,,Rong CHEN,18 MAY 1988,CHN,4,,Xiamen (CHN),05 JAN 2008,1161
42,2:27:14,,Yumiko HARA,09 JAN 1982,JPN,4,,Nagoya (JPN),09 MAR 2008,1160
43,2:27:16,,Chika HORIE,15 FEB 1981,JPN,5,,Nagoya (JPN),09 MAR 2008,1160
43,2:27:16,,Xiaolin ZHU,20 FEB 1984,CHN,4,,"National Stadium, Beijing (CHN)",17 AUG 2008,1160
45,2:27:17,,Lidia ŞIMON,04 SEP 1973,ROU,6,,Osaka (JPN),27 JAN 2008,1160
45,2:27:17,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,,"Chicago, IL (USA)",12 OCT 2008,1160
47,2:27:29,,Alice CHELANGAT,27 DEC 1976,KEN,5,,Dubai (UAE),18 JAN 2008,1158
48,2:27:32,,Adenech ZEKIROS,26 MAR 1982,ETH,2,,Rotterdam (NED),13 APR 2008,1157
49,2:27:37,,Olesya NURGALIEVA,09 JAN 1976,RUS,2,,Frankfurt (GER),26 OCT 2008,1156
50,2:27:41,,Souad AIT SALEM,06 JAN 1979,ALG,6,,London (GBR),13 APR 2008,1156
51,2:27:42,,Anna INCERTI,19 JAN 1980,ITA,1,,Milano (ITA),23 NOV 2008,1155
52,2:27:52,,Mika OKUNAGA,27 OCT 1982,JPN,7,,Osaka (JPN),27 JAN 2008,1154
53,2:28:06,,Aki FUJIKAWA,14 NOV 1978,JPN,8,,Osaka (JPN),27 JAN 2008,1151
54,2:28:18,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Roma (ITA),16 MAR 2008,1149
55,2:28:20,,Melanie KRAUS,24 OCT 1974,GER,3,,Frankfurt (GER),26 OCT 2008,1149
56,2:28:24,,Asha GIGI,15 OCT 1973,ETH,6,,Dubai (UAE),18 JAN 2008,1148
56,2:28:24,,Christelle DAUNAY,05 DEC 1974,FRA,10,,Osaka (JPN),27 JAN 2008,1148
58,2:28:31,,Irene LIMIKA,28 AUG 1979,KEN,4,,Frankfurt (GER),26 OCT 2008,1147
59,2:28:33,,Liz YELLING,05 DEC 1974,GBR,9,,London (GBR),13 APR 2008,1147
60,2:28:34,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,2,,Milano (ITA),23 NOV 2008,1147
61,2:28:39,,Xueqin WANG,01 JAN 1991,CHN,2,,Seoul (KOR),16 MAR 2008,1146
61,2:28:39,,Pyo UN-SUK,13 JUN 1981,PRK,1,,Pyongyang (PRK),06 APR 2008,1146
63,2:28:40,,Tetyana FILONYUK,05 APR 1984,UKR,6,,Paris (FRA),06 APR 2008,1146
64,2:28:44,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,,Ottawa (CAN),25 MAY 2008,1145
65,2:28:50,,Ayumi NAKAYAMA,10 SEP 1985,JPN,11,,Osaka (JPN),27 JAN 2008,1144
66,2:28:51,,Kate SMYTH,22 SEP 1972,AUS,2,,Nagano (JPN),20 APR 2008,1144
67,2:28:52,,Adriana NELSON,31 JAN 1980,ROU,10,,London (GBR),13 APR 2008,1144
68,2:28:54,,Nuţa OLARU,28 AUG 1970,ROU,1,,"San Antonio, TX (USA)",16 NOV 2008,1143
69,2:29:03,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,6,,Nagoya (JPN),09 MAR 2008,1142
69,2:29:03,,Alessandra AGUILAR,01 JUL 1978,ESP,3,,Rotterdam (NED),13 APR 2008,1142
71,2:29:04,,Anikó KÁLOVICS,13 MAY 1977,HUN,3,,Roma (ITA),16 MAR 2008,1142
72,2:29:06,,Mulu SEBOKA,25 SEP 1984,ETH,1,,Toronto (CAN),28 SEP 2008,1142
73,2:29:07,,Miyuki ANDO,25 MAR 1980,JPN,12,,Osaka (JPN),27 JAN 2008,1141
74,2:29:09,,Tatyana ARYASOVA,02 APR 1979,RUS,1,,"Los Angeles, CA (USA)",03 FEB 2008,1141
75,2:29:11,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,3,,Seoul (KOR),16 MAR 2008,1141
75,2:29:11,,Silviya SKVORTSOVA,16 NOV 1974,RUS,11,,London (GBR),13 APR 2008,1141
77,2:29:18,,Hayley HAINING,06 MAR 1972,GBR,12,,London (GBR),13 APR 2008,1140
78,2:29:20,,Tabitha TSATSA,18 SEP 1972,ZIM,4,,Seoul (KOR),16 MAR 2008,1139
79,2:29:22,,Ana DIAS,15 JAN 1974,POR,1,,Sevilla (ESP),24 FEB 2008,1139
80,2:29:23,,Yumi HIRATA,22 JUN 1981,JPN,7,,Nagoya (JPN),09 MAR 2008,1139
81,2:29:31,,Kazue OGOSHI,02 MAR 1981,JPN,13,,Osaka (JPN),27 JAN 2008,1137
82,2:29:32,,Eun-jung LEE,21 APR 1981,KOR,5,,Seoul (KOR),16 MAR 2008,1137
82,2:29:32,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,2,,"Chicago, IL (USA)",12 OCT 2008,1137
84,2:29:33,,Kim-Chol SUN,21 MAR 1983,PRK,2,,Pyongyang (PRK),06 APR 2008,1137
84,2:29:33,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,11,,"National Stadium, Beijing (CHN)",17 AUG 2008,1137
86,2:29:34,,Maya NISHIO,19 DEC 1978,JPN,8,,Nagoya (JPN),09 MAR 2008,1137
87,2:29:35,,Deena KASTOR,14 FEB 1973,USA,1,,"Boston, MA (USA)",20 APR 2008,1137
87,2:29:35,,Susanne HAHN,23 APR 1978,GER,1,,Mainz (GER),04 MAY 2008,1137
89,2:29:37,,Liza HUNTER-GALVAN,25 JUN 1969,NZL,2,,"San Antonio, TX (USA)",16 NOV 2008,1136
90,2:29:39,,Robe GUTA,12 OCT 1986,ETH,1,,Köln (GER),05 OCT 2008,1136
91,2:29:40,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,5,,Frankfurt (GER),26 OCT 2008,1136
92,2:29:50,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,9,,Nagoya (JPN),09 MAR 2008,1134
93,2:29:51,,Vincenza SICARI,19 MAR 1979,ITA,1,,Torino (ITA),13 APR 2008,1134
94,2:29:53,,Almaz MEGERSSA,1982,ETH,7,,Paris (FRA),06 APR 2008,1134
95,2:29:57,,Merima DENBOBA,21 AUG 1974,ETH,3,,Milano (ITA),23 NOV 2008,1133
96,2:29:58,,Sun-young LEE,20 AUG 1984,KOR,1,,Seoul (KOR),02 NOV 2008,1133
97,2:30:00,,Luminita ZAITUC,09 OCT 1968,GER,2,,Köln (GER),05 OCT 2008,1133
98,2:30:01,,Kum-Ok KIM,09 DEC 1988,PRK,12,,"National Stadium, Beijing (CHN)",17 AUG 2008,1132
99,2:30:03,,Gulnara VYGOVSKAYA,06 SEP 1980,RUS,5,,Berlin (GER),28 SEP 2008,1132
99,2:30:03,,Kebebush Haile LEMA,13 APR 1986,ETH,2,,Dublin (IRL),27 OCT 2008,1132
1,2:17:16,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,,Valencia (ESP),06 DEC 2020,1262
2,2:17:45,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,,Tokyo (JPN),01 MAR 2020,1257
3,2:18:35,,Birhane DIBABA,11 SEP 1993,ETH,2,,Tokyo (JPN),01 MAR 2020,1248
4,2:18:40,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,,Valencia (ESP),06 DEC 2020,1247
5,2:18:58,,Brigid KOSGEI,20 FEB 1994,KEN,1,,London (GBR),04 OCT 2020,1244
6,2:19:38,,Worknesh DEGEFA,28 OCT 1990,ETH,1,,Dubai (UAE),24 JAN 2020,1237
7,2:19:52,,Helalia JOHANNES,13 AUG 1980,NAM,3,,Valencia (ESP),06 DEC 2020,1235
8,2:19:54,,Zeineba YIMER,17 JUN 1998,ETH,4,,Valencia (ESP),06 DEC 2020,1234
9,2:19:56,,Degitu AZIMERAW,24 JAN 1999,ETH,5,,Valencia (ESP),06 DEC 2020,1234
9,2:19:56,,Tigist GIRMA,12 JUL 1993,ETH,6,,Valencia (ESP),06 DEC 2020,1234
11,2:20:05,,Ruti AGA,16 JAN 1994,ETH,7,,Valencia (ESP),06 DEC 2020,1232
12,2:20:11,,Gutemi Shone IMANA,17 NOV 1991,ETH,2,,Dubai (UAE),24 JAN 2020,1231
13,2:20:29,,Mao ICHIYAMA,29 MAY 1997,JPN,1,,Nagoya (JPN),08 MAR 2020,1228
14,2:20:30,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,3,,Tokyo (JPN),01 MAR 2020,1228
15,2:20:32,,Sara HALL,15 APR 1983,USA,1,,"Chandler, AZ (USA)",20 DEC 2020,1228
16,2:20:57,,Joan Chelimo MELLY,10 NOV 1990,KEN,8,,Valencia (ESP),06 DEC 2020,1224
17,2:21:42,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,4,,Tokyo (JPN),01 MAR 2020,1216
18,2:21:47,,Mizuki MATSUDA,31 MAY 1995,JPN,1,,Osaka (JPN),26 JAN 2020,1215
19,2:21:55,,Bedatu HIRPA,28 APR 1999,ETH,3,,Dubai (UAE),24 JAN 2020,1214
20,2:22:05,,Ruth CHEPNGETICH,08 AUG 1994,KEN,3,,London (GBR),04 OCT 2020,1212
21,2:22:06,,Diana Chemtai KIPYOKEI,05 MAY 1994,KEN,1,,Istanbul (TUR),08 NOV 2020,1212
22,2:22:40,,Mimi BELETE,09 JUN 1988,BRN,2,,Osaka (JPN),26 JAN 2020,1206
23,2:22:41,,Yuka ANDO,16 MAR 1994,JPN,2,,Nagoya (JPN),08 MAR 2020,1206
24,2:22:45,,Tigist ABAYECHEW,22 FEB 1994,ETH,4,,Dubai (UAE),24 JAN 2020,1205
25,2:22:51,,Ashete BEKERE,17 APR 1988,ETH,4,,London (GBR),04 OCT 2020,1204
26,2:22:52,,Dera DIDA,26 OCT 1996,ETH,5,,Dubai (UAE),24 JAN 2020,1204
27,2:22:56,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,3,,Nagoya (JPN),08 MAR 2020,1203
27,2:22:56,,Keira D'AMATO,21 OCT 1984,USA,2,,"Chandler, AZ (USA)",20 DEC 2020,1203
29,2:22:58,,Azmera GEBRU,31 OCT 1995,ETH,6,,Tokyo (JPN),01 MAR 2020,1203
30,2:23:03,,Sentayehu LEWETEGN,09 MAY 1996,ETH,3,,Osaka (JPN),26 JAN 2020,1202
31,2:23:13,,Juliet CHEKWEL,25 MAY 1990,UGA,1,,Sevilla (ESP),23 FEB 2020,1200
32,2:23:17,,Hirut TIBEBU,13 DEC 1994,ETH,4,,Nagoya (JPN),08 MAR 2020,1200
33,2:23:27,,Sayaka SATO,27 MAY 1994,JPN,5,,Nagoya (JPN),08 MAR 2020,1198
34,2:23:29,,Askale MERACHI,04 JAN 1987,ETH,1,,"Houston, TX (USA)",19 JAN 2020,1198
35,2:23:31,,Meskerem ASSEFA,03 OCT 1991,ETH,4,,Osaka (JPN),26 JAN 2020,1197
36,2:23:36,,Hawi FEYSA,01 FEB 1999,ETH,6,,Dubai (UAE),24 JAN 2020,1197
37,2:23:39,,Bontu BEKELE,11 SEP 1989,ETH,2,,Sevilla (ESP),23 FEB 2020,1196
38,2:23:49,,Sifan MELAKU,05 FEB 2000,ETH,3,,Sevilla (ESP),23 FEB 2020,1194
39,2:23:52,,Helen BEKELE,21 NOV 1994,ETH,6,,Nagoya (JPN),08 MAR 2020,1194
40,2:24:14,,Josephine CHEPKOECH,21 APR 1989,KEN,4,,Sevilla (ESP),23 FEB 2020,1190
41,2:24:23,,Megertu ALEMU,12 OCT 1997,ETH,5,,London (GBR),04 OCT 2020,1189
42,2:24:27,,Fancy CHEMUTAI,20 MAR 1995,KEN,10,,Valencia (ESP),06 DEC 2020,1188
43,2:24:30,,Purity CHANGWONY,1990,KEN,5,,Sevilla (ESP),23 FEB 2020,1187
43,2:24:30,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,2,,Istanbul (TUR),08 NOV 2020,1187
45,2:24:47,,Bruktayit ESHETU,29 SEP 1990,ETH,2,,"Houston, TX (USA)",19 JAN 2020,1185
46,2:24:50,,Malindi ELMORE,13 MAR 1980,CAN,3,,"Houston, TX (USA)",19 JAN 2020,1184
47,2:24:51,,Amane Beriso SHANKULE,13 OCT 1991,ETH,1,,Mumbai (IND),19 JAN 2020,1184
48,2:24:54,,Meseret BELETE,16 SEP 1999,ETH,4,,"Houston, TX (USA)",19 JAN 2020,1183
49,2:25:08,,Birke DEBELE,12 SEP 1995,ETH,7,,Nagoya (JPN),08 MAR 2020,1181
50,2:25:13,,Molly SEIDEL,12 JUL 1994,USA,6,,London (GBR),04 OCT 2020,1180
51,2:25:22,,Senbere TEFERI,03 MAY 1995,ETH,7,,Tokyo (JPN),01 MAR 2020,1179
51,2:25:22,,Kellyn TAYLOR,22 JUL 1986,USA,3,,"Chandler, AZ (USA)",20 DEC 2020,1179
53,2:25:40,,Emma BATES,08 JUL 1992,USA,4,,"Chandler, AZ (USA)",20 DEC 2020,1176
54,2:26:02,,Lisa WEIGHTMAN,16 JAN 1979,AUS,5,,Osaka (JPN),26 JAN 2020,1172
55,2:26:12,,Medina Deme ARMINO,22 OCT 1997,ETH,1,,Xiamen (CHN),05 JAN 2020,1170
56,2:26:19,,Natasha WODAK,17 DEC 1981,CAN,5,,"Chandler, AZ (USA)",20 DEC 2020,1169
57,2:26:24,,Bornes CHEPKIRUI,23 NOV 1986,KEN,6,,Osaka (JPN),26 JAN 2020,1168
58,2:26:28,,Mesera HUSSEN,04 APR 2000,ETH,2,,Xiamen (CHN),05 JAN 2020,1168
59,2:26:34,,Ai HOSODA,27 NOV 1995,JPN,8,,Nagoya (JPN),08 MAR 2020,1167
59,2:26:34,,Andrea Soraya RAMÍREZ LIMON,05 NOV 1992,MEX,6,,"Chandler, AZ (USA)",20 DEC 2020,1167
61,2:26:35,,Haruka YAMAGUCHI,07 JUL 1987,JPN,7,,Osaka (JPN),26 JAN 2020,1167
62,2:26:39,,Zhixuan LI,23 MAR 1994,CHN,1,,Shanghai (CHN),29 NOV 2020,1166
63,2:26:42,,Afera GODFAY,25 SEP 1991,ETH,3,,Xiamen (CHN),05 JAN 2020,1165
63,2:26:42,,Carolina WIKSTRÖM,04 SEP 1993,SWE,11,,Valencia (ESP),06 DEC 2020,1165
65,2:26:51,,Gerda STEYN,03 MAR 1990,RSA,7,,London (GBR),04 OCT 2020,1164
66,2:26:54,,Hiwot AYALEW,06 MAR 1990,ETH,4,,Xiamen (CHN),05 JAN 2020,1163
67,2:26:55,,Deborah SCHÖNEBORN,13 MAR 1994,GER,12,,Valencia (ESP),06 DEC 2020,1163
68,2:26:59,,Bizunesh DEBA,08 SEP 1987,ETH,7,,Dubai (UAE),24 JAN 2020,1163
68,2:26:59,,Dan LI,01 MAY 1995,CHN,1,,Nanjing (CHN),29 NOV 2020,1163
70,2:27:03,,Yebrgual MELESE,18 APR 1990,ETH,5,,Xiamen (CHN),05 JAN 2020,1162
71,2:27:07,,Gladys TEJEDA,30 SEP 1985,PER,6,,Sevilla (ESP),23 FEB 2020,1161
71,2:27:07,,Sinead DIVER,17 FEB 1977,AUS,8,,London (GBR),04 OCT 2020,1161
73,2:27:08,,Marta GALIMANY,05 OCT 1985,ESP,13,,Valencia (ESP),06 DEC 2020,1161
73,2:27:08,,Sardana TROFIMOVA,28 MAR 1988,RUS,1,,Sochi (RUS),06 DEC 2020,1161
75,2:27:14,,Rodah JEPKORIR,25 APR 1991,KEN,2,,Mumbai (IND),19 JAN 2020,1160
76,2:27:18,,Fatuma SADO,11 OCT 1991,ETH,8,,Osaka (JPN),26 JAN 2020,1159
77,2:27:20,,Birhan MHRETU,13 MAR 1999,ETH,6,,Xiamen (CHN),05 JAN 2020,1159
78,2:27:22,,Tsehay Gebre GETISO,11 SEP 1992,ETH,7,,Xiamen (CHN),05 JAN 2020,1159
79,2:27:23,,Aliphine Chepkerker TULIAMUK,05 APR 1989,USA,1,,"Atlanta, GA (USA)",29 FEB 2020,1159
80,2:27:29,,Darya MYKHAYLOVA,29 APR 1989,UKR,9,,London (GBR),04 OCT 2020,1158
81,2:27:34,,Shitaye ESHETE,21 MAY 1990,BRN,8,,Tokyo (JPN),01 MAR 2020,1157
82,2:27:39,,Webalem BAZANEW,15 SEP 1989,ETH,1,,Castellón (ESP),16 FEB 2020,1156
83,2:27:41,,Zinash DEBEBE,12 OCT 1996,ETH,8,,Xiamen (CHN),05 JAN 2020,1156
84,2:27:42,,Shure DEMISE,21 JAN 1996,ETH,9,,Tokyo (JPN),01 MAR 2020,1155
85,2:27:50,,Haftamnesh TESFAYE,28 APR 1994,ETH,9,,Osaka (JPN),26 JAN 2020,1154
85,2:27:50,,Beji BEKELU,21 AUG 1999,ETH,7,,Sevilla (ESP),23 FEB 2020,1154
87,2:27:51,,Hanae TANAKA,12 FEB 1990,JPN,10,,Osaka (JPN),26 JAN 2020,1154
88,2:27:54,,Ayaka INOUE,19 JUN 1991,JPN,11,,Osaka (JPN),26 JAN 2020,1153
89,2:27:56,,Hawi Alemu NEGARI,24 JAN 1998,ETH,1,,Marrakech (MAR),26 JAN 2020,1153
90,2:27:57,,Naom JEBET,05 APR 1994,KEN,2,,Castellón (ESP),16 FEB 2020,1153
91,2:28:03,,Munkhzaya BAYARTSOGT,10 OCT 1993,MGL,12,,Osaka (JPN),26 JAN 2020,1152
91,2:28:03,,Giovanna EPIS,11 OCT 1988,ITA,1,,Reggio Emilia (ITA),13 DEC 2020,1152
93,2:28:05,,Melkam GIZAW,17 SEP 1990,ETH,8,,Sevilla (ESP),23 FEB 2020,1152
94,2:28:07,,Souad KABOUCHIA,12 AUG 1982,MAR,2,,Marrakech (MAR),26 JAN 2020,1151
95,2:28:12,,Rei OHARA,10 AUG 1990,JPN,13,,Osaka (JPN),26 JAN 2020,1150
96,2:28:18,,Valary JEMELI,08 JUN 1991,KEN,10,,London (GBR),04 OCT 2020,1149
97,2:28:20,,Bere AYALEW,12 SEP 1999,ETH,3,,Marrakech (MAR),26 JAN 2020,1149
98,2:28:23,,Chaltu NEGESSE,20 SEP 1992,ETH,4,,Marrakech (MAR),26 JAN 2020,1149
99,2:28:24,,Andrea Paola BONILLA,05 DEC 1986,ECU,14,,Valencia (ESP),06 DEC 2020,1148
100,2:28:25,,Anja SCHERL,12 APR 1986,GER,9,,Sevilla (ESP),23 FEB 2020,1148
1,2:17:43,,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,,London (GBR),03 OCT 2021,1257
2,2:17:57,,Angela TANUI,27 JUL 1992,KEN,1,,Amsterdam (NED),17 OCT 2021,1254
3,2:17:58,,Degitu AZIMERAW,24 JAN 1999,ETH,2,,London (GBR),03 OCT 2021,1254
4,2:18:18,,Ashete BEKERE,17 APR 1988,ETH,3,,London (GBR),03 OCT 2021,1251
5,2:18:40,,Brigid KOSGEI,20 FEB 1994,KEN,4,,London (GBR),03 OCT 2021,1247
6,2:18:54,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,5,,London (GBR),03 OCT 2021,1245
7,2:19:31,,Nancy JELAGAT,1986,KEN,1,,Valencia (ESP),05 DEC 2021,1238
8,2:19:35,,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,,Milano (ITA),16 MAY 2021,1238
9,2:20:09,,Gotytom GEBRESLASE,15 JAN 1995,ETH,1,,Berlin (GER),26 SEP 2021,1232
10,2:20:14,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,,Praha (CZE),30 MAY 2021,1231
11,2:20:16,,Etagegne WOLDU,10 MAY 1996,ETH,2,,Valencia (ESP),05 DEC 2021,1231
12,2:20:18,,Maurine CHEPKEMOI,24 MAY 1998,KEN,2,,Amsterdam (NED),17 OCT 2021,1230
13,2:20:19,,Haven Hailu DESSE,10 SEP 1998,ETH,3,,Amsterdam (NED),17 OCT 2021,1230
14,2:20:35,,Valary JEMELI,08 JUN 1991,KEN,6,,London (GBR),03 OCT 2021,1227
15,2:21:11,,Mao ICHIYAMA,29 MAY 1997,JPN,1,,Osaka (JPN),31 JAN 2021,1221
16,2:21:22,,Gebeyanesh AYELE,01 MAY 1995,ETH,4,,Amsterdam (NED),17 OCT 2021,1219
17,2:21:23,,Joan Chelimo MELLY,10 NOV 1990,ROU,7,,London (GBR),03 OCT 2021,1219
18,2:21:40,,Zeineba YIMER,17 JUN 1998,ETH,8,,London (GBR),03 OCT 2021,1216
19,2:21:46,,Gutemi Shone IMANA,17 NOV 1991,ETH,2,,Praha (CZE),30 MAY 2021,1215
20,2:21:51,,Mizuki MATSUDA,31 MAY 1995,JPN,1,,Nagoya (JPN),14 MAR 2021,1214
21,2:22:08,,Stellah Jepngetich BARSOSIO,12 MAR 1993,KEN,1,,Rotterdam (NED),24 OCT 2021,1211
