Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
26,2:24:25,,Atsede HABTAMU,26 OCT 1987,ETH,4,,Berlin (GER),25 SEP 2011,1188,2011,0 days 02:24:25,8665,ETH,et,:et:,Ethiopia,F
27,2:24:27,,Hilde KIBET,27 MAR 1981,NED,2,,Rotterdam (NED),10 APR 2011,1188,2011,0 days 02:24:27,8667,NLD,nl,:nl:,,F
28,2:24:29,,Remi NAKASATO,24 JUN 1988,JPN,2,,Yokohama (JPN),20 FEB 2011,1188,2011,0 days 02:24:29,8669,JPN,jp,:jp:,Japan,F
29,2:24:32,,Merima MOHAMMED,10 JUN 1992,ETH,4,,Frankfurt (GER),30 OCT 2011,1187,2011,0 days 02:24:32,8672,ETH,et,:et:,Ethiopia,F
30,2:24:33,,Jessica AUGUSTO,08 NOV 1981,POR,7,,London (GBR),17 APR 2011,1187,2011,0 days 02:24:33,8673,PRT,pt,:pt:,,F
30,2:24:33,,Georgina RONO,19 MAY 1980,KEN,1,,Eindhoven (NED),09 OCT 2011,1187,2011,0 days 02:24:33,8673,KEN,ke,:ke:,Kenya,F
32,2:24:34,,Aberu KEBEDE,12 SEP 1986,ETH,8,,London (GBR),17 APR 2011,1187,2011,0 days 02:24:34,8674,ETH,et,:et:,Ethiopia,F
33,2:24:38,,Kayoko FUKUSHI,25 MAR 1982,JPN,2,,"Chicago, IL (USA)",09 OCT 2011,1186,2011,0 days 02:24:38,8678,JPN,jp,:jp:,Japan,F
34,2:24:55,,Eyerusalem KUMA,07 SEP 1981,ETH,2,,Amsterdam (NED),16 OCT 2011,1183,2011,0 days 02:24:55,8695,ETH,et,:et:,Ethiopia,F
35,2:25:01,,Tatyana PETROVA,08 APR 1983,RUS,5,,Berlin (GER),25 SEP 2011,1182,2011,0 days 02:25:01,8701,RUS,ru,:ru:,Russian Federation,F
36,2:25:04,,Marisa BARROS,25 FEB 1980,POR,3,,Yokohama (JPN),20 FEB 2011,1182,2011,0 days 02:25:04,8704,PRT,pt,:pt:,,F
37,2:25:09,,Shitaye BEDASO,1988,ETH,2,,Eindhoven (NED),09 OCT 2011,1181,2011,0 days 02:25:09,8709,ETH,et,:et:,Ethiopia,F
38,2:25:20,,Boru Feyse TADESE,19 NOV 1988,ETH,3,,Eindhoven (NED),09 OCT 2011,1179,2011,0 days 02:25:20,8720,ETH,et,:et:,Ethiopia,F
39,2:25:23,,Rael Nguriatukei KINYARA,04 APR 1984,KEN,4,,Eindhoven (NED),09 OCT 2011,1179,2011,0 days 02:25:23,8723,KEN,ke,:ke:,Kenya,F
40,2:25:24,,Askale Magarsa TAFA,27 SEP 1984,ETH,9,,London (GBR),17 APR 2011,1178,2011,0 days 02:25:24,8724,ETH,et,:et:,Ethiopia,F
41,2:25:29,,Azusa NOJIRI,06 JUN 1982,JPN,10,,London (GBR),17 APR 2011,1178,2011,0 days 02:25:29,8729,JPN,jp,:jp:,Japan,F
42,2:25:32,,Anna INCERTI,19 JAN 1980,ITA,6,,Berlin (GER),25 SEP 2011,1177,2011,0 days 02:25:32,8732,ITA,it,:it:,Italy,F
43,2:25:40,,Yoshiko FUJINAGA,15 AUG 1981,JPN,11,,London (GBR),17 APR 2011,1176,2011,0 days 02:25:40,8740,JPN,jp,:jp:,Japan,F
43,2:25:40,,Dulce FÉLIX,23 OCT 1982,POR,4,,"New York, NY (USA)",06 NOV 2011,1176,2011,0 days 02:25:40,8740,PRT,pt,:pt:,,F
45,2:25:44,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,5,,Frankfurt (GER),30 OCT 2011,1175,2011,0 days 02:25:44,8744,KEN,ke,:ke:,Kenya,F
46,2:25:46,,Kimberley SMITH,19 NOV 1981,NZL,5,,"New York, NY (USA)",06 NOV 2011,1175,2011,0 days 02:25:46,8746,NZL,nz,:nz:,New Zealand,F
47,2:25:52,,Lornah KIPLAGAT,01 MAY 1974,NED,3,,Amsterdam (NED),16 OCT 2011,1174,2011,0 days 02:25:52,8752,NLD,nl,:nl:,,F
48,2:25:57,,Genet GETANEH,06 JAN 1986,ETH,4,,Amsterdam (NED),16 OCT 2011,1173,2011,0 days 02:25:57,8757,ETH,et,:et:,Ethiopia,F
48,2:25:57,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,6,,"New York, NY (USA)",06 NOV 2011,1173,2011,0 days 02:25:57,8757,KEN,ke,:ke:,Kenya,F
50,2:26:04,,Yeshi ESAYIAS,28 DEC 1985,ETH,2,,Daegu (KOR),10 APR 2011,1172,2011,0 days 02:26:04,8764,ETH,et,:et:,Ethiopia,F
51,2:26:10,,Rosaria CONSOLE,17 DEC 1979,ITA,7,,Berlin (GER),25 SEP 2011,1171,2011,0 days 02:26:10,8770,ITA,it,:it:,Italy,F
52,2:26:12,,Jiali WANG,01 FEB 1986,CHN,1,,Dalian (CHN),30 APR 2011,1170,2011,0 days 02:26:12,8772,CHN,cn,:cn:,China,F
53,2:26:15,,Nadia EJJAFINI,08 NOV 1977,ITA,6,,Frankfurt (GER),30 OCT 2011,1170,2011,0 days 02:26:15,8775,ITA,it,:it:,Italy,F
54,2:26:17,,Belainesh Zemedkun GEBRE,23 DEC 1987,ETH,3,,"Chicago, IL (USA)",09 OCT 2011,1170,2011,0 days 02:26:17,8777,ETH,et,:et:,Ethiopia,F
55,2:26:21,,Goitetom Haftu TESEMA,1987,ETH,2,,Roma (ITA),20 MAR 2011,1169,2011,0 days 02:26:21,8781,ETH,et,:et:,Ethiopia,F
55,2:26:21,,Fate TOLA,22 OCT 1987,ETH,1,,Wien (AUT),17 APR 2011,1169,2011,0 days 02:26:21,8781,ETH,et,:et:,Ethiopia,F
57,2:26:28,,Xiaolin ZHU,20 FEB 1984,CHN,12,,London (GBR),17 APR 2011,1168,2011,0 days 02:26:28,8788,CHN,cn,:cn:,China,F
58,2:26:32,,Ryoko KIZAKI,21 JUN 1985,JPN,1,,Yokohama (JPN),20 NOV 2011,1167,2011,0 days 02:26:32,8792,JPN,jp,:jp:,Japan,F
59,2:26:33,,Alemitu Abera BEGNA,1986,ETH,3,,Daegu (KOR),10 APR 2011,1167,2011,0 days 02:26:33,8793,ETH,et,:et:,Ethiopia,F
59,2:26:33,,Valeria STRANEO,05 APR 1976,ITA,8,,Berlin (GER),25 SEP 2011,1167,2011,0 days 02:26:33,8793,ITA,it,:it:,Italy,F
61,2:26:41,,Jie WEI,25 JAN 1993,CHN,1,,Zhengzhou (CHN),27 MAR 2011,1166,2011,0 days 02:26:41,8801,CHN,cn,:cn:,China,F
61,2:26:41,,Christelle DAUNAY,05 DEC 1974,FRA,4,,"Chicago, IL (USA)",09 OCT 2011,1166,2011,0 days 02:26:41,8801,FRA,fr,:fr:,France,F
63,2:26:49,,Rong CHEN,18 MAY 1988,CHN,2,,Dalian (CHN),30 APR 2011,1164,2011,0 days 02:26:49,8809,CHN,cn,:cn:,China,F
64,2:26:51,,Robe GUTA,12 OCT 1986,ETH,1,,Seoul (KOR),20 MAR 2011,1164,2011,0 days 02:26:51,8811,ETH,et,:et:,Ethiopia,F
65,2:26:52,,Melkam GIZAW,17 SEP 1990,ETH,6,,Eindhoven (NED),09 OCT 2011,1164,2011,0 days 02:26:52,8812,ETH,et,:et:,Ethiopia,F
66,2:26:53,,Diana Chepkemoi SIGEI,1987,KEN,6,,Dubai (UAE),21 JAN 2011,1164,2011,0 days 02:26:53,8813,KEN,ke,:ke:,Kenya,F
67,2:26:54,,Noriko MATSUOKA,02 MAY 1979,JPN,13,,London (GBR),17 APR 2011,1163,2011,0 days 02:26:54,8814,JPN,jp,:jp:,Japan,F
68,2:26:55,,Mai ITO,23 MAY 1984,JPN,2,,Osaka (JPN),30 JAN 2011,1163,2011,0 days 02:26:55,8815,JPN,jp,:jp:,Japan,F
69,2:26:56,,Lishan DULA,17 FEB 1987,BRN,3,,Rotterdam (NED),10 APR 2011,1163,2011,0 days 02:26:56,8816,BRN,bn,:bn:,Brunei Darussalam,F
70,2:26:58,,Kaoru NAGAO,26 SEP 1989,JPN,4,,Yokohama (JPN),20 FEB 2011,1163,2011,0 days 02:26:58,8818,JPN,jp,:jp:,Japan,F
71,2:27:00,,Alessandra AGUILAR,01 JUL 1978,ESP,4,,Rotterdam (NED),10 APR 2011,1162,2011,0 days 02:27:00,8820,ESP,es,:es:,Spain,F
72,2:27:02,,Madaí PÉREZ,02 FEB 1980,MEX,14,,London (GBR),17 APR 2011,1162,2011,0 days 02:27:02,8822,MEX,mx,:mx:,Mexico,F
73,2:27:06,,Caroline ROTICH,13 MAY 1984,KEN,7,,"New York, NY (USA)",06 NOV 2011,1161,2011,0 days 02:27:06,8826,KEN,ke,:ke:,Kenya,F
74,2:27:07,,Margarita PLAKSINA,01 OCT 1977,RUS,5,,Paris (FRA),10 APR 2011,1161,2011,0 days 02:27:07,8827,RUS,ru,:ru:,Russian Federation,F
75,2:27:10,,Yuliya RUBAN,06 OCT 1983,UKR,1,,Torino (ITA),13 NOV 2011,1161,2011,0 days 02:27:10,8830,UKR,ua,:ua:,Ukraine,F
76,2:27:13,,Yanan WEI,06 DEC 1981,CHN,2,,Seoul (KOR),20 MAR 2011,1160,2011,0 days 02:27:13,8833,CHN,cn,:cn:,China,F
77,2:27:15,,Werknesh KIDANE,07 JAN 1981,ETH,8,,Dubai (UAE),21 JAN 2011,1160,2011,0 days 02:27:15,8835,ETH,et,:et:,Ethiopia,F
78,2:27:16,,Karolina NADOLSKA,06 SEP 1981,POL,5,,Yokohama (JPN),20 FEB 2011,1160,2011,0 days 02:27:16,8836,POL,pl,:pl:,Poland,F
79,2:27:17,,Peninah ARUSEI,23 FEB 1979,KEN,3,,Wien (AUT),17 APR 2011,1160,2011,0 days 02:27:17,8837,KEN,ke,:ke:,Kenya,F
80,2:27:24,,Mara YAMAUCHI,13 AUG 1973,GBR,3,,Yokohama (JPN),20 NOV 2011,1158,2011,0 days 02:27:24,8844,GBR,gb,:gb:,United Kingdom,F
81,2:27:26,,Chika HORIE,15 FEB 1981,JPN,3,,Osaka (JPN),30 JAN 2011,1158,2011,0 days 02:27:26,8846,JPN,jp,:jp:,Japan,F
82,2:27:34,,Bruktayit ESHETU,29 SEP 1990,ETH,8,,Frankfurt (GER),30 OCT 2011,1157,2011,0 days 02:27:34,8854,ETH,et,:et:,Ethiopia,F
83,2:27:36,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Taipei City (TPE),18 DEC 2011,1156,2011,0 days 02:27:36,8856,KEN,ke,:ke:,Kenya,F
84,2:27:46,,Makeda HARONA,05 SEP 1988,ETH,4,,Daegu (KOR),10 APR 2011,1155,2011,0 days 02:27:46,8866,ETH,et,:et:,Ethiopia,F
85,2:27:47,,Ashu KASIM,20 OCT 1984,ETH,2,,"Houston, TX (USA)",30 JAN 2011,1155,2011,0 days 02:27:47,8867,ETH,et,:et:,Ethiopia,F
86,2:27:51,,Silviya SKVORTSOVA,16 NOV 1974,RUS,3,,Toronto (CAN),16 OCT 2011,1154,2011,0 days 02:27:51,8871,RUS,ru,:ru:,Russian Federation,F
87,2:27:55,,YuanYuan YIN,31 MAY 1991,CHN,3,,Dalian (CHN),30 APR 2011,1153,2011,0 days 02:27:55,8875,CHN,cn,:cn:,China,F
88,2:28:01,,Fatuma SADO,11 OCT 1991,ETH,2,,Istanbul (TUR),16 OCT 2011,1152,2011,0 days 02:28:01,8881,ETH,et,:et:,Ethiopia,F
89,2:28:08,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,9,,Frankfurt (GER),30 OCT 2011,1151,2011,0 days 02:28:08,8888,DEU,de,:de:,,F
90,2:28:14,,Tetyana GAMERA,01 JUN 1983,UKR,1,,Kraków (POL),17 APR 2011,1150,2011,0 days 02:28:14,8894,UKR,ua,:ua:,Ukraine,F
91,2:28:24,,Joanne PAVEY,20 SEP 1973,GBR,16,,London (GBR),17 APR 2011,1148,2011,0 days 02:28:24,8904,GBR,gb,:gb:,United Kingdom,F
91,2:28:24,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,1,,St. Paul (USA),02 OCT 2011,1148,2011,0 days 02:28:24,8904,ETH,et,:et:,Ethiopia,F
93,2:28:28,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Roma (ITA),20 MAR 2011,1148,2011,0 days 02:28:28,8908,ETH,et,:et:,Ethiopia,F
94,2:28:32,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,1,,Castellón (ESP),18 DEC 2011,1147,2011,0 days 02:28:32,8912,KEN,ke,:ke:,Kenya,F
95,2:28:38,,Tsega GELAW RETA,09 OCT 1990,ETH,3,,Istanbul (TUR),16 OCT 2011,1146,2011,0 days 02:28:38,8918,ETH,et,:et:,Ethiopia,F
96,2:28:43,,Alena SAMOKHVALOVA,21 NOV 1980,RUS,10,,Frankfurt (GER),30 OCT 2011,1145,2011,0 days 02:28:43,8923,RUS,ru,:ru:,Russian Federation,F
97,2:28:49,,Noriko HIGUCHI,23 MAY 1985,JPN,1,,Tokyo (JPN),27 FEB 2011,1144,2011,0 days 02:28:49,8929,JPN,jp,:jp:,Japan,F
97,2:28:49,,Eri OKUBO,02 JUN 1983,JPN,9,,Berlin (GER),25 SEP 2011,1144,2011,0 days 02:28:49,8929,JPN,jp,:jp:,Japan,F
97,2:28:49,,Susanne HAHN,23 APR 1978,GER,11,,Frankfurt (GER),30 OCT 2011,1144,2011,0 days 02:28:49,8929,DEU,de,:de:,,F
100,2:29:00,,Alevtina IVANOVA,22 MAY 1975,RUS,6,,Yokohama (JPN),20 FEB 2011,1142,2011,0 days 02:29:00,8940,RUS,ru,:ru:,Russian Federation,F
1,2:17:42,,Paula RADCLIFFE,17 DEC 1973,GBR,1,,London (GBR),17 APR 2005,1257,2005,0 days 02:17:42,8262,GBR,gb,:gb:,United Kingdom,F
2,2:19:12,,Mizuki NOGUCHI,03 JUL 1978,JPN,1,,Berlin (GER),25 SEP 2005,1242,2005,0 days 02:19:12,8352,JPN,jp,:jp:,Japan,F
3,2:21:01,,Yingjie SUN,19 JAN 1979,CHN,1,,Beijing (CHN),16 OCT 2005,1223,2005,0 days 02:21:01,8461,CHN,cn,:cn:,China,F
4,2:21:11,,Chunxiu ZHOU,15 NOV 1978,CHN,2,,Beijing (CHN),16 OCT 2005,1221,2005,0 days 02:21:11,8471,CHN,cn,:cn:,China,F
5,2:21:25,,Deena KASTOR,14 FEB 1973,USA,1,,"Chicago, IL (USA)",09 OCT 2005,1219,2005,0 days 02:21:25,8485,USA,us,:us:,United States,F
6,2:21:30,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,2,,"Chicago, IL (USA)",09 OCT 2005,1218,2005,0 days 02:21:30,8490,ROU,ro,:ro:,Romania,F
7,2:22:01,,Catherine NDEREBA,21 JUL 1972,KEN,2,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1213,2005,0 days 02:22:01,8521,KEN,ke,:ke:,Kenya,F
8,2:22:56,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,1,,Osaka (JPN),30 JAN 2005,1203,2005,0 days 02:22:56,8576,LVA,lv,:lv:,,F
9,2:23:30,,Derartu TULU,21 MAR 1972,ETH,4,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1198,2005,0 days 02:23:30,8610,ETH,et,:et:,Ethiopia,F
10,2:23:59,,Mari OZAKI,16 JUL 1975,JPN,2,,Osaka (JPN),30 JAN 2005,1193,2005,0 days 02:23:59,8639,JPN,jp,:jp:,Japan,F
11,2:24:00,,Susan CHEPKEMEI,25 JUN 1975,KEN,3,,London (GBR),17 APR 2005,1193,2005,0 days 02:24:00,8640,KEN,ke,:ke:,Kenya,F
12,2:24:19,,Yumiko HARA,09 JAN 1982,JPN,1,,Nagoya (JPN),13 MAR 2005,1189,2005,0 days 02:24:19,8659,JPN,jp,:jp:,Japan,F
13,2:24:22,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,7,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1189,2005,0 days 02:24:22,8662,KEN,ke,:ke:,Kenya,F
14,2:24:25,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,2,,Nagoya (JPN),13 MAR 2005,1188,2005,0 days 02:24:25,8665,JPN,jp,:jp:,Japan,F
15,2:24:39,,Naoko TAKAHASHI,06 MAY 1972,JPN,1,,Tokyo (JPN),20 NOV 2005,1186,2005,0 days 02:24:39,8679,JPN,jp,:jp:,Japan,F
16,2:24:54,,Ryoko KITAJIMA-EDA,12 JUN 1976,JPN,3,,Nagoya (JPN),13 MAR 2005,1183,2005,0 days 02:24:54,8694,JPN,jp,:jp:,Japan,F
17,2:25:12,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,1,,Frankfurt (GER),30 OCT 2005,1180,2005,0 days 02:25:12,8712,RUS,ru,:ru:,Russian Federation,F
18,2:25:15,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,2,,Tokyo (JPN),20 NOV 2005,1180,2005,0 days 02:25:15,8715,LTU,lt,:lt:,Lithuania,F
19,2:25:21,,Yasuko HASHIMOTO,12 AUG 1975,JPN,4,,Nagoya (JPN),13 MAR 2005,1179,2005,0 days 02:25:21,8721,JPN,jp,:jp:,Japan,F
20,2:25:22,,Margaret OKAYO,30 MAY 1976,KEN,4,,London (GBR),17 APR 2005,1179,2005,0 days 02:25:22,8722,KEN,ke,:ke:,Kenya,F
21,2:25:46,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,8,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1175,2005,0 days 02:25:46,8746,JPN,jp,:jp:,Japan,F
21,2:25:46,,Masako CHIBA,18 JUL 1976,JPN,1,,Sapporo (JPN),28 AUG 2005,1175,2005,0 days 02:25:46,8746,JPN,jp,:jp:,Japan,F
23,2:25:55,,Yanan WEI,06 DEC 1981,CHN,2,,Seoul (KOR),13 MAR 2005,1173,2005,0 days 02:25:55,8755,CHN,cn,:cn:,China,F
24,2:26:02,,Kiyomi OGAWA,15 SEP 1981,JPN,5,,Nagoya (JPN),13 MAR 2005,1172,2005,0 days 02:26:02,8762,JPN,jp,:jp:,Japan,F
25,2:26:11,,Lyubov DENISOVA,06 OCT 1971,RUS,1,,"Los Angeles, CA (USA)",06 MAR 2005,1171,2005,0 days 02:26:11,8771,RUS,ru,:ru:,Russian Federation,F
26,2:26:14,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,9,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1170,2005,0 days 02:26:14,8774,KEN,ke,:ke:,Kenya,F
26,2:26:14,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,2,,Sapporo (JPN),28 AUG 2005,1170,2005,0 days 02:26:14,8774,JPN,jp,:jp:,Japan,F
28,2:26:26,,Marleen RENDERS,24 DEC 1968,BEL,2,,Frankfurt (GER),30 OCT 2005,1168,2005,0 days 02:26:26,8786,BEL,be,:be:,Belgium,F
29,2:26:29,,Lyudmila PETROVA,07 OCT 1968,RUS,5,,London (GBR),17 APR 2005,1168,2005,0 days 02:26:29,8789,RUS,ru,:ru:,Russian Federation,F
30,2:26:32,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,6,,London (GBR),17 APR 2005,1167,2005,0 days 02:26:32,8792,AUS,au,:au:,Australia,F
31,2:26:46,,Luminita ZAITUC,09 OCT 1968,GER,1,,Düsseldorf (GER),08 MAY 2005,1165,2005,0 days 02:26:46,8806,DEU,de,:de:,,F
32,2:26:50,,Madaí PÉREZ,02 FEB 1980,MEX,11,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1164,2005,0 days 02:26:50,8810,MEX,mx,:mx:,Mexico,F
32,2:26:50,,Elfinesh ALEMU,15 MAR 1975,ETH,3,,Tokyo (JPN),20 NOV 2005,1164,2005,0 days 02:26:50,8810,ETH,et,:et:,Ethiopia,F
34,2:26:55,,Miki OYAMA,22 OCT 1979,JPN,4,,Osaka (JPN),30 JAN 2005,1163,2005,0 days 02:26:55,8815,JPN,jp,:jp:,Japan,F
34,2:26:55,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,4,,Tokyo (JPN),20 NOV 2005,1163,2005,0 days 02:26:55,8815,RUS,ru,:ru:,Russian Federation,F
36,2:27:01,,Lidia ŞIMON,04 SEP 1973,ROU,5,,Osaka (JPN),30 JAN 2005,1162,2005,0 days 02:27:01,8821,ROU,ro,:ro:,Romania,F
36,2:27:01,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,,Paris (FRA),10 APR 2005,1162,2005,0 days 02:27:01,8821,RUS,ru,:ru:,Russian Federation,F
36,2:27:01,,Joyce CHEPCHUMBA,06 NOV 1970,KEN,7,,London (GBR),17 APR 2005,1162,2005,0 days 02:27:01,8821,KEN,ke,:ke:,Kenya,F
39,2:27:06,,Edith MASAI,04 APR 1967,KEN,1,,Hamburg (GER),24 APR 2005,1161,2005,0 days 02:27:06,8826,KEN,ke,:ke:,Kenya,F
40,2:27:14,,Galina KARNATSEVICH,02 NOV 1969,BLR,12,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1160,2005,0 days 02:27:14,8834,BLR,by,:by:,Belarus,F
41,2:27:18,,Florence BARSOSIO,11 AUG 1976,KEN,2,,Paris (FRA),10 APR 2005,1159,2005,0 days 02:27:18,8838,KEN,ke,:ke:,Kenya,F
42,2:27:22,,Chieko YAMAZAKI,28 MAY 1977,JPN,6,,Nagoya (JPN),13 MAR 2005,1159,2005,0 days 02:27:22,8842,JPN,jp,:jp:,Japan,F
43,2:27:35,,Weiwei SUN,13 JAN 1985,CHN,3,,Beijing (CHN),16 OCT 2005,1157,2005,0 days 02:27:35,8855,CHN,cn,:cn:,China,F
44,2:27:36,,Lornah KIPLAGAT,01 MAY 1974,NED,1,,Rotterdam (NED),10 APR 2005,1156,2005,0 days 02:27:36,8856,NLD,nl,:nl:,,F
45,2:27:38,,Asha GIGI,15 OCT 1973,ETH,3,,Paris (FRA),10 APR 2005,1156,2005,0 days 02:27:38,8858,ETH,et,:et:,Ethiopia,F
45,2:27:38,,Mara YAMAUCHI,13 AUG 1973,GBR,5,,Tokyo (JPN),20 NOV 2005,1156,2005,0 days 02:27:38,8858,GBR,gb,:gb:,United Kingdom,F
47,2:27:40,,Yoko SHIBUI,14 MAR 1979,JPN,7,,Nagoya (JPN),13 MAR 2005,1156,2005,0 days 02:27:40,8860,JPN,jp,:jp:,Japan,F
48,2:27:41,,Shujing ZHANG,13 SEP 1978,CHN,4,,Beijing (CHN),16 OCT 2005,1156,2005,0 days 02:27:41,8861,CHN,cn,:cn:,China,F
49,2:27:46,,Dorota GRUCA,05 DEC 1970,POL,13,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1155,2005,0 days 02:27:46,8866,POL,pl,:pl:,Poland,F
50,2:28:04,,Rosaria CONSOLE,17 DEC 1979,ITA,4,,Paris (FRA),10 APR 2005,1152,2005,0 days 02:28:04,8884,ITA,it,:it:,Italy,F
51,2:28:07,,Hiromi OMINAMI,15 NOV 1975,JPN,6,,Osaka (JPN),30 JAN 2005,1151,2005,0 days 02:28:07,8887,JPN,jp,:jp:,Japan,F
52,2:28:21,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagano (JPN),17 APR 2005,1149,2005,0 days 02:28:21,8901,RUS,ru,:ru:,Russian Federation,F
53,2:28:27,,Askale Magarsa TAFA,27 SEP 1984,ETH,3,,Berlin (GER),25 SEP 2005,1148,2005,0 days 02:28:27,8907,ETH,et,:et:,Ethiopia,F
54,2:28:34,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,7,,Osaka (JPN),30 JAN 2005,1147,2005,0 days 02:28:34,8914,ROU,ro,:ro:,Romania,F
55,2:28:40,,Colleen DE REUCK,13 APR 1964,USA,4,,"Chicago, IL (USA)",09 OCT 2005,1146,2005,0 days 02:28:40,8920,USA,us,:us:,United States,F
56,2:28:42,,Salina Jebet KOSGEI,16 NOV 1976,KEN,1,,Praha (CZE),22 MAY 2005,1145,2005,0 days 02:28:42,8922,KEN,ke,:ke:,Kenya,F
57,2:28:46,,Małgorzata SOBAŃSKA,25 APR 1969,POL,2,,Hamburg (GER),24 APR 2005,1145,2005,0 days 02:28:46,8926,POL,pl,:pl:,Poland,F
58,2:28:48,,Corinne RAUX,16 AUG 1976,FRA,5,,Paris (FRA),10 APR 2005,1144,2005,0 days 02:28:48,8928,FRA,fr,:fr:,France,F
59,2:28:50,,Eri HAYAKAWA,15 NOV 1981,JPN,5,,"Chicago, IL (USA)",09 OCT 2005,1144,2005,0 days 02:28:50,8930,JPN,jp,:jp:,Japan,F
60,2:29:00,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,1,,Torreón (MEX),06 MAR 2005,1142,2005,0 days 02:29:00,8940,MEX,mx,:mx:,Mexico,F
61,2:29:01,,Sonia O'SULLIVAN,28 NOV 1969,IRL,8,,London (GBR),17 APR 2005,1142,2005,0 days 02:29:01,8941,IRL,ie,:ie:,Ireland,F
62,2:29:10,,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,6,,"Chicago, IL (USA)",09 OCT 2005,1141,2005,0 days 02:29:10,8950,USA,us,:us:,United States,F
63,2:29:15,,Chika HORIE,15 FEB 1981,JPN,3,,Sapporo (JPN),28 AUG 2005,1140,2005,0 days 02:29:15,8955,JPN,jp,:jp:,Japan,F
64,2:29:18,,Helena JAVORNIK,26 MAR 1966,SLO,3,,Seoul (KOR),13 MAR 2005,1140,2005,0 days 02:29:18,8958,SVK,sk,:sk:,,F
65,2:29:30,,Robe GUTA,12 OCT 1986,ETH,3,,Frankfurt (GER),30 OCT 2005,1138,2005,0 days 02:29:30,8970,ETH,et,:et:,Ethiopia,F
66,2:29:43,,Yong-Ok JONG,24 JAN 1981,PRK,14,,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1135,2005,0 days 02:29:43,8983,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
67,2:29:44,,Irina PERMITINA,03 FEB 1968,RUS,6,,Paris (FRA),10 APR 2005,1135,2005,0 days 02:29:44,8984,RUS,ru,:ru:,Russian Federation,F
68,2:29:45,,Mary PTIKANY,1978,KEN,4,,Frankfurt (GER),30 OCT 2005,1135,2005,0 days 02:29:45,8985,KEN,ke,:ke:,Kenya,F
69,2:29:49,,Claudia DREHER,02 MAY 1971,GER,3,,Hamburg (GER),24 APR 2005,1134,2005,0 days 02:29:49,8989,DEU,de,:de:,,F
70,2:29:54,,Workenesh TOLA,06 JUN 1977,ETH,4,,Seoul (KOR),13 MAR 2005,1134,2005,0 days 02:29:54,8994,ETH,et,:et:,Ethiopia,F
71,2:29:56,,Lyudmyla PUSKINA,02 OCT 1965,UKR,1,,"Columbus, OH (USA)",16 OCT 2005,1133,2005,0 days 02:29:56,8996,UKR,ua,:ua:,Ukraine,F
72,2:30:01,,Kathy BUTLER,22 OCT 1973,GBR,7,,"Chicago, IL (USA)",09 OCT 2005,1132,2005,0 days 02:30:01,9001,GBR,gb,:gb:,United Kingdom,F
73,2:30:03,,Lyudmila KORCHAGINA,26 JUL 1971,CAN,1,,"Dallas, TX (USA)",11 DEC 2005,1132,2005,0 days 02:30:03,9003,CAN,ca,:ca:,Canada,F
74,2:30:06,,Kutre DULECHA,22 AUG 1978,ETH,1,,Amsterdam (NED),16 OCT 2005,1132,2005,0 days 02:30:06,9006,ETH,et,:et:,Ethiopia,F
75,2:30:11,,Irina TIMOFEYEVA,05 APR 1970,RUS,7,,Paris (FRA),10 APR 2005,1131,2005,0 days 02:30:11,9011,RUS,ru,:ru:,Russian Federation,F
